speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Mauricio Giraldo,Giraldo,Mauricio,,Interaction Designer/Developer,NYPL Labs,,,"Mauricio enjoys playing with code, objects and all things interactive. He has spent the last fifteen years designing and developing interaction design projects for a wide range of commercial, academic, private and public institutions. Mauricio is an Industrial Designer from Universidad de los Andes in Bogotá, Colombia where he also lectured for six years. He also holds a Master in Human-Computer Interaction from Carnegie Mellon University.  Read more about Mauricio <a href=""www.mauriciogiraldo.com/"" target=""_blank"">on his website</a>.",mauriciogiraldo.com,mgiraldo
Max Symuleski,Symuleski,Max,,PhD Candidate,Duke University,,,"Max Symuleski is a PhD Candidate in the Computational Media, Arts &amp; Cultures program at Duke University.  Their dissertation project <em>Working Freedom: Visual and Material Cultures of Maintenance NYC, 1974-1990</em> looks at the changing cultural significance of maintenance through the lens of art in New York City during the period of the urban crisis.  Max is broadly interested in the political aesthetics of maintenance in environmental and technical systems, from the repair of material infrastructures to the moderation of internet discourse.  Max received an MA in historical studies from the New School for Social Research and repairs computers in their free time.",mjsymuleski.com,
Maxim Romanov,Romanov,Maxim,,Research Fellow ,University of Leipzig ,,,"Maxim Romanov is a research fellow at <a href=""www.dh.uni-leipzig.de/wo/"" target=""_blank"">Alexander von Humboldt-Lehrstul für Digital Humanities</a>, Institut für Informatik, Universität Leipzig. His dissertation (Near Eastern Studies, University of Michigan, 2013) explored how modern computational techniques of text analysis can be applied to the study of premodern Arabic historical sources. In particular, he studied “The History of Islam” (<em>Taʾrīḫ al-islām</em>), the largest of surviving biographical collections with over 30,000 biographies, written by the Damascene scholar al-Ḏahabī (d. 1348 CE). He is continuing his research and develops methods of computational analysis for other genres of premodern Arabic literature, mainly large volume collections that can offer insights into long-term and large-scale developments that took place during the pre-modern period of Islamic history. He is working on two book projects: (1) “The History of Islam”: An Essay in Digital Humanities continues the study of al-Ḏahabī’s tremendous collection of biographies, while (2) The Gift to the Knowledgeable 2.0, explores cultural production in the Islamic world until the beginning of the 20th century through the study of the <em>Hadiyyaŧ al-ʿārifīn</em>, a bibliographical collection composed by Ismāʿīl Bāšā al-Baġdādī (d. 1920).",,maximromanov
Melanie Kill,Kill,Melanie,,Assistant Professor,University of Maryland,,,,,mkkill
Merle Collins,Collins,Merle,,,"English Department, MITH, University of Maryland",,,,,
Michael Cummings,Cummings,Michael,,,"Center for Bioinformatics and Computational Biology, University of Maryland",,,,,
Michael Quilligan,Quilligan,Michael,,,,,,,,
Michael Witmore,Witmore,Michael,,"Ph.D., Director of the Folger Shakespeare Library",Folger Shakespeare Library,,,"<strong>Michael Witmore</strong> became Director of the Folger Shakespeare Library on July 1, 2011. He was formerly Professor of English at the University of Wisconsin-Madison, and he has served as Associate Professor of English and Assistant Professor of English at Carnegie Mellon University._x000D__x000D_
_x000D__x000D_
The recipient of numerous fellowships, he has held an Andrew Mellon Postdoctoral Fellowship at the University of California, Los Angeles, a research fellowship and a curatorial residency fellowship at the Folger, and a predoctoral fellowship at the Max-Planck-Institut für Wissenschaftsgeschichte in Berlin. Dr. Witmore earned an A.B. in English at Vassar College, and an M.A. and Ph.D. in rhetoric at the University of California, Berkeley._x000D__x000D_
_x000D__x000D_
Among his more recent projects, he launched the Working Group for Digital Inquiry at the University of Wisconsin-Madison and organized the Pittsburgh Consortium for Medieval and Renaissance Studies. His publications include numerous articles, website resources, and book chapters, and he has published five books: Landscapes of the Passing Strange: Reflections from Shakespeare, with Rosamond Purcell (2010), Shakespearean Metaphysics (2009), Pretty Creatures; Children and Fiction in the English Renaissance (2007), Childhood and Children’s Books in Early Modern Europe, 1550-1800 (2006), and Culture of Accidents: Unexpected Knowledges in Early Modern England (2001). In addition, he has given scores of presentations and been invited to serve on numerous academic panels. He currently has several books in progress, including a study of early modern wisdom literature and a book on the nature of digital inquiry in the humanities. He will co-curate an exhibition for the Folger in the fall of 2012 tentatively titled “Very Like a Whale.”",,
Michele Mason,Mason,Michele,,"Doctoral Candidate, Communication and MITH Winnemore Dissertation Fellow",University of Maryland,,,,,
Mills Kelly,Kelly,Mills,,Associate Director,"Center for History and New Media, George Mason University",,,,,
Miriam Posner,Posner,Miriam,,"Program Coordinator, Digital Humanities","University of California, Los Angeles",,,"Miriam Posner is the <a href=""www.cdh.ucla.edu/"" target=""_blank"">Digital Humanities program</a> coordinator and a member of the core DH faculty at the University of California, Los Angeles. She teaches in the DH program, advises undergraduate and graduate students, and ensures the smooth development of this interdisciplinary program. Prior to joining UCLA, Posner was a Mellon Postdoctoral Fellow at the Emory University Library’s Digital Scholarship Commons. A member of the executive council of the Association for Computers and the Humanities, Posner frequently writes and speaks on digital humanities, as well as on the history of technology, particularly the history of medical imaging. Her book, <i>Depth Perception</i>, on twentieth-century medical filmmaking, is under contract with the University of North Carolina Press. Her Ph.D., from Yale University, is in Film Studies and American Studies.  You can read more about Miriam <a href=""miriamposner.com/index.html"" target=""_blank"">on her website</a>.",miriamposner.com/index.html,miriamkp
Nancy Proctor,Proctor,Nancy,,Head of Mobile Strategy and Initiatives,Smithsonian Institution,,,,,NancyProctor
Nathan Dize,Dize,Nathan,,PhD Candidate,Vanderbilt University,,,"Nathan H. Dize is a PhD Candidate in the Department of French and Italian at Vanderbilt University where he specializes in Haitian literature and history. He is content curator, translator, and editor of the digital history project “A Colony in Crisis: The Saint-Domingue Grain Shortage of 1789”. With Siobhan Meï, Nathan co-edits the “Haiti in Translation” interview series for H-Haiti. His translation of Makenzy Orcel’s The Immortals (Les Immortelles, Zulma 2011) is under contract and forthcoming with SUNY Press and his translation of Louis Joseph Janvier’s Haiti for the Haitians (eds. Brandon R. Byrd, Nathan H. Dize, and Chelsea Stieber) is forthcoming with Liverpool University Press. He has published articles in the Journal of Haitian Studies, Francoshpères, sx archipelagos, and the Journal of Haitian History. He tweets @NathanHDize.",,NathanHDize
Neil Fraistat,Fraistat,Neil,,Director,MITH,,,,,fraistat
Nicholas Chen,Chen,Nicholas,Nick,"Doctoral candidate, Computer Science Department",University of Maryland,,,"<strong>Nicholas Chen</strong> is a doctoral candidate in the department of Computer Science at the University of Maryland and is affiliated with the Human Computer Interaction Lab (HCIL) at UMD. He is advised by Professor Francois Guimbretiere in the Cornell University Information Science Department. His research is on electronic reading devices, pen-based user interfaces, and interactions for supporting simultaneous use of multiple devices. Previously, he performed the first-ever evaluation of a dual-display electronic reading device.",cs.umd.edu/community/alumnus/nicholas-chen,
Nick Montfort,Montfort,Nick,,,,,,,,
Nicole A. Cooke,Cooke,Nicole A.,,Assistant Professor and MS/LIS Program Director,University of Illinois at Urbana-Champaign,,,"Dr. Nicole A. Cooke is an Assistant Professor at the School of Information Sciences, at the University of Illinois, Urbana-Champaign, where she is also the Program Director for the Master’s of Library and Information Science program. Dr. Cooke is a 2012 graduate from Rutgers University with a PhD in communication, information, and library studies, where she was one of the first 12 American Library Association Spectrum Doctoral Fellows. She holds the MLS degree from Rutgers University, and a M.Ed. in Adult Education from Pennsylvania State University.Previously, Dr. Cooke was a tenured reference and instruction librarian at Montclair State University (NJ)._x000D__x000D_
_x000D__x000D_
Dr. Cooke is professionally active in ALA, ACRL, the Association of Library and Information Science Educators (ALISE), and several other professional library organizations. Dr. Cooke was awarded the 2017 ALA Achievement in Library Diversity Research Award, presented by the Office for Diversity and Literacy Outreach Services, and the 2016 ALA Equality Award.  She has also been honored as the University of Illinois YWCA’s 2015 Leadership Award in Education winner in recognition of her work in social justice and higher education, and she was selected as the University’s 2016 Larine Y. Cowan Make a Difference Award for Teaching and Mentoring in Diversity. She was the 2013 Recipient of the Norman Horrocks Leadership Award given by ALISE, and <em>Library Journal </em>named her a Mover &amp; Shaker in 2007._x000D__x000D_
_x000D__x000D_
Dr. Cooke’s research and teaching interests include human information behavior (particularly in the online context), critical cultural information studies, and diversity and social justice in librarianship (with an emphasis on infusing them into LIS education and pedagogy)._x000D__x000D_
_x000D__x000D_
Dr. Cooke is the author of the book, <em>Information Services to Diverse Populations: Developing Culturally Competent Library Professionals </em>(Libraries Unlimited, 2016), and co-editor of the book, <em>Teaching for Justice: Implementing Social Justice in the LIS Classroom</em> (Litwin Books/Library Juice Press, 2017). She has published articles in journals including <em>JASIST, The Library Quarterly, InterActions: UCLA Journal of Education and Information, Polymath: An Interdisciplinary Arts and Sciences Journal, Library and Information Science Research, Information Research, </em>and<em> New Review of Academic Librarianship</em>.",ischool.illinois.edu/people/faculty/nacooke,LibraryNicole
Nicole Saylor,Saylor,Nicole,,"Head, American Folklife Center Archive",Library of Congress,,,"Nicole supervises acquisitions, donor relations, processing of special collections, preservation projects, collections on folklife, ethnomusicology, and documentary media in the American Folklife Center (AFC) at the Library of Congress. She served as head of Digital Research &amp; Publishing (DRP) at the University of Iowa Libraries from 2007-2012. DRP partners with scholars engaged in interdisciplinary digital research by assisting in the creation and delivery of unique digital content and supporting sustainable, open-access publishing. Nicole holds a B.A. in Mass Communication from Iowa State University and an M.A. in Library and Information Studies from the University of Wisconsin-Madison.",works.bepress.com/nicole_saylor,
Nikki Stewart,Stewart,Nikki,,,,,,,,
Oni Buchanan,Buchanan,Oni,,,,,,,,
Patti Cossard,Cossard,Patti,,Subject Librarian for Architecture and Historic Preservation,University of Maryland,,,,,
Paul E. Ceruzzi,Ceruzzi,Paul E.,,Curator of Aerospace Electronics and Computing,Smithsonian National Air and Space Museum,,,"Ceruzzi received a BA from Yale University in 1970, and a PhD from the University of Kansas in 1981, both in American studies. Before joining the National Air and Space Museum, he was a Fulbright scholar in Hamburg, Germany, and taught History of Technology at Clemson University in Clemson, South Carolina.<span style=""font-size: 13.3333px; line-height: 20px;""> </span>Ceruzzi is the author and co-author of several books on the history of computing and aerospace technology. He has curated or assisted in the mounting of several exhibitions at <a title=""National Air and Space Museum"" href=""https://en.wikipedia.orgwiki/National_Air_and_Space_Museum"">NASM</a>, including: Beyond the Limits - Flight Enters the Computer Age, The Global Positioning System - A New Constellation, Space Race, How Things Fly and the James McDonnell Space Hangar of the Museum's Steven F. Udvar-Hazy Center, at Dulles Airport.",en.wikipedia.orgwiki/Paul_E._Ceruzzi,pceruzzi
Paul Jaskot,Jaskot,Paul,,"Professor, History of Art and Architecture",DePaul University,,,"Paul Jaskot is professor of art history at DePaul University and, currently, the Andrew W. Mellon Professor at the Center for Advanced Study in the Visual Arts (National Gallery). His specific area of research has mostly focused on the cultural history of National Socialist Germany and its postwar impact on art and architecture. He has published a number of essays that explored the political function of architecture in the modern period, leading up to his most recent book The Nazi Perpetrator: Postwar German Art and the Politics of the Right (Minnesota 2012).  These interests have also led to his involvement over the past decade with the Holocaust Geography Collaborative, a coalition of 8 international scholars who specialize in both Holocaust Studies and GIS. Their research has most recently resulted in the anthology <em>Geographies of the Holocaust</em> (2014) for which Jaskot co-authored three chapters. He is currently exploring with Anne Kelly Knowles the potential for using Historical GIS to explore issues of forced labor and the construction industry in Nazi Germany.  In addition to his research, Jaskot has served as President of the College Art Association (2008-2010).",las.depaul.edu/departments/history-of-art-and-architecture/faculty/Pages/paul-jaskot.aspx,PBJaskot
Peter Kay,Kay,Peter,,"VP, Director of Digital Marketing and Strategy",W. W. Norton & Company,,,,,pkay225
Porter Olsen,Olsen,Porter,, Ph.D. candidate; BitCurator Community Lead (MITH),University of Maryland,,,"Porter Olsen currently serves as a research faculty member at the Maryland Institute for Technology in the Humanities (MITH) where he is the Community Lead on the <a href=""mith.umd.edu/research/bitcurator/"">BitCurator project</a>, a Mellon funded project to bring digital forensics tools and techniques to collecting institutions working with born-digital material. Simultaneously, he is a Ph.D. candidate in the English Department at the University of Maryland studying digital humanities and postcolonial literature._x000D_
_x000D_
His dissertation, titled “Hacking the Empire: Reading the Digital in Twentieth and Twenty-First Century Postcolonial Literature,” studies hacker culture in the global south and how the hacker ethos is represented in later 20th and early 21st century postcolonial fiction under the direction of Dr. Matthew Kirschenbaum. Porter teaches classes on electronic literature and globalization and has been recognized for his contributions to the growing online teaching program in the university’s English department._x000D_
_x000D_
Before returning to graduate school, Porter worked as product manager on the United Linux initiative, an effort to create a single Linux platform shared among distributors from Germany, Brazil, the U.S., and Japan.",,pwolsen
Purdom Lindblad,Lindblad,Purdom,,Assistant Director of Innovation and Learning,Maryland Institute for Technology in the Humanities (MITH),,,"Purdom Lindblad is the Assistant Director of Innovation and Learning at MITH. She has an MA in American Studies from Michigan State University and an MS in Information Science from the <a href=""https://www.si.umich.edu/"">School of Information</a>, University of Michigan. Interested in digital humanities since graduate school, Purdom has worked at Michigan State University’s <a href=""www2.matrix.msu.edu/"">Matrix</a>, <a href=""www.lib.vt.edu/"">Virginia Tech Libraries</a>, and the <a href=""scholarslab.org"">Scholars’ Lab</a> at the University of Virginia Library._x000D__x000D_
_x000D__x000D_
Purdom is broadly interested in the implicit and explicit effort that digital humanities can do for social, cultural, and environmental justice. Applying principles from Feminist Interface Design, Purdom and her Scholars' Lab colleague <a href=""scholarslab.orgpeople/jeremy-boggs/"">Jeremy Boggs</a>, explore how the process of feature development and public documentation shape the experience of users and render the theoretical underpinnings of digital work more accessible. Recent publications include <a href=""https://digitalpedagogy.commons.mla.orgkeywords/praxis/"">Praxis</a>, a keyword in the MLA Commons Digital Pedagogy in the Humanities: Concepts, Models, and Experiments written with <a href=""nowviskie.org"">Bethany Nowviskie</a> and Jeremy Boggs as well as a forthcoming chapter in <a href=""https://github.com/jentery/mhm"">Making Humanities Matter</a>, edited by Jentery Sayers.",,Purdom_L
Rachel Donahue,Donahue,Rachel,,Doctoral Candidate,University of Maryland iSchool,,,"<strong>Rachel Donahue</strong> is a doctoral student at the University of Maryland's iSchool, researching the preservation of complex, interactive digital objects. She received a BA in English and Illustration from Juniata College in 2004, and an MLS with a specialization in archival science from UMD in 2009. Rachel is a Research Assistant at the Maryland Institute for Technology in the Humanities, currently supporting the Preserving Virtual Worlds and Computer Forensics and Born-Digital Content in Cultural Heritage Collections projects . Additionally, she supports the research and communications activities of the National Archives and Records Administration's Center for Advanced Systems and Technology.",,sheepeeh
Rachel Frick,Frick,Rachel,,Director,Digital Library Federation Program at the Council on Library and Information Resources,,,,,rlfrick
Raffaele Viglianti,Viglianti,Raffaele,,Research Programmer,Maryland Institute for Technology in the Humanities,,,"Raffaele Viglianti is a Research Programmer working on the MITH development team. He came to MITH from the Department of Digital Humanities at King’s College London (KCL), where he was most recently a Post-graduate Research Assistant. At King’s, he contributed to several major digitization and text encoding projects while also completing a PhD in Digital Musicology._x000D__x000D_
_x000D__x000D_
Raffaele’s work revolves around digital editions and textual scholarship. He is currently an elected member of the Text Encoding Initiative technical council and an advisor for the Music Encoding Initiative, which produces guidelines for the digital representation of music notation with a focus on scholarly requirements._x000D__x000D_
_x000D__x000D_
As a researcher, Raffaele specialises in editions of music scores, contributing to the ongoing change to scholarly editorial theory and practice in the digital medium. His work also focuses on the shaping of music performance practice by the digital consumption of music scores, or the performance of a music score from a digital device.",itisnotsound.wordpress.com,raffazizzi
Ralph Bauer,Bauer,Ralph,,Associate Professor of English,University of Maryland,,,,,
Randy Bass,Bass,Randy,,,Georgetown University,,,,,
Ravon Ruffin,Ruffin,Ravon,,Co-Creator,Brown Girls Museum Blog,,,"Ravon Ruffin received her M.A. in American Studies with a concentration in Museums and Material Culture. Ravon's primary academic interests include urban sustainability, digital culture and Black feminist discourse as a means to redefine the museum as a community institution. She is co-creator of <a href=""browngirlsmuseumblog.com/"">Brown Girls Museum Blog</a>, a site to promote the visibility of minority communities as museum professionals, audiences, and creatives. She is currently an independent contractor, and consults for museums and cultural institutions to aid in social media amplification, greater inclusionary practices, and community engagement.",browngirlsmuseumblog.com,Ravon_Ashley
Regina Harrison,Harrison,Regina,,,MITH,,,,,
Richard Freedman,Freedman,Richard,,Associate Provost for Curricular Development and Professor of Humanities,Haverford College,,,"Richard Freedman's research focuses on the music of Renaissance France and Italy--works by composers such as Josquin des Prez, Orlando di Lasso and Luca Marenzio. He is interested in the stories of stylistic and cultural change these works can tell. Freedman came to Haverford in 1986 from the University of Pennsylvania, where he earned an M.A. and Ph.D in the History and Theory of Music. His most recent book, Music in the Renaissance, was published by W.W. Norton in 2012, along with a companion Anthology for Music in the Renaissance. They are ideal for intermediate and advanced courses on the period, and take their place in Norton's new Western Music in Context series, under the editorial supervision of Walter Frisch. Sound recordings via iTunes, Amazon, and Naxos Music Library, and many readings, facsimiles, and other resources to accompany the book as well._x000D__x000D_
_x000D__x000D_
The Lost Voices Project is an electronic forum for collaboration among scholars, students, and performers. It centers on a dozen sets of music books originally printed by the Parisian press of Nicholas Du Chemin, and features facsimiles, dynamic digital editions, tools for analysis and reconstruction. This work has been made possible by major grants from the National Endowment for the Humanities (Office of Digital Humanities and Scholarly Editions Program) the American Council of Learned Societies (Digital Innovations Fellowship), as well as ongoing support from Haverford College and from the Centre d’Etudes Superieures de la Renaissance in Tours, France, the leading French institute for the study of Early Modern culture. See the links posted below._x000D__x000D_
_x000D__x000D_
Richard also serves as Digital and Multimedia Scholarship editor for the Journal of the American Musicological Society, and Director of the Tri-College Digital Humanities Initiative for Haverford, Bryn Mawr, and Swarthmore Colleges.",,
Richard Kuhta,Kuhta,Richard,,,,,,,,
Rita Raley,Raley,Rita,,"Associate Professor, Department of English; Visting Professor, NYU","University of California, Santa Barbara",,,,,ritaraley
Robert K. Nelson,Nelson,Robert K.,,Assistant Professor of the Digital Scholarship Lab,University of Richmond,,,,,rob___nelson
Robin Pike,Pike,Robin,,Digital Collections Librarian,University of Maryland Libraries,,,,,
Round Table,Table,Round,,,,,,,,
Roy Rosenzweig,Rosenzweig,Roy,,,,,,,,
Sarah Florini,Florini,Sarah,,Assistant Professor of Film and Media Studies,Arizona State University,,,<div>Sarah Florini is an Assistant Professor in Film and Media Studies in the Department of English at Arizona State University. Her research focuses on the intersection of emerging media and Black American cultural production. She is currently working on a monograph titled <i>Blackness. There’s an App for That: Racial Politics and Black Digital Networks</i>.</div>,sarahflorini.com,sflorini
Sarah Patterson,Patterson,Sarah,,"PhD Candidate, Department of English",University of Delaware,,,"Sarah Patterson is a PhD candidate in English at the University of Delaware and a Co-coordinator with the Colored Conventions Project. She specializes in nineteenth-century African American (women's) literature, print culture and Black histo-digital studies in the digital humanities. Sarah's dissertation examines Black intellectual cultures and ideals, particularly through the lens of Black women's educational philosophies in literature.",english.udel.edu/people/Pages/bio.aspx?i=232,Sarah_Patterson
Sarah Savant,Savant,Sarah,,Associate Professor,"Aga Khan University, Institute for the Study of Muslim Civilisations, London",,,"Sarah Bowen Savant is a cultural historian, focusing on early Islamic history and history writing up to 1100, with a special focus on Iraq and Iran. She is the author of The New Muslims of Post-Conquest Iran: Tradition, Memory, and Conversion (Cambridge: Cambridge University Press, 2013), which won the Saidi-Sirjani Book Award, given by the International Society for Iranian Studies on behalf of the Persian Heritage Foundation. Her other publications include The Excellence of the Arabs: A Translation of Ibn Qutaybah’s Faḍl al-ʿArab wa l-tanbīh ʿalā ʿulūmihā (with Peter Webb; The Library of Arabic Literature; Abu Dhabi: New York University Press, 2016), as well as articles and edited volumes dealing with ethnic identity, cultural memory, genealogy, and history writing. Her current book project focuses on the history of books in the Middle East. With a team, she is developing digital methods to study the origins and development of the Arabic and Persian textual traditions. Please see kitab-project.org.",,sarahsavant1
Sayeed Choudhury,Choudhury,Sayeed,,Associate Dean for Library Digital Programs and Hodson Director of the Digital Research and Curation Center at the Sheridan Libraries,Johns Hopkins University,,,"<strong>Sayeed Choudhury</strong> is the Associate Dean for Library Digital Programs and Hodson Director of the Digital Research and Curation Center at the Sheridan Libraries of Johns Hopkins University. He is also the Director of Operations for the Institute of Data Intensive Engineering and Science (IDIES) based at Johns Hopkins. He is also a Lecturer in the Department of Computer Science at Johns Hopkins, a Research Fellow at the Graduate School of Library and Information Science at the University of Illinois at Urbana-Champaign and a Senior Presidential Fellow with the Council on Library and Information Resources.",members.educause.edu/sayeed-choudhury,eSayeed
Scott Rettberg,Rettberg,Scott,,,Richard Stockton College,,,,,
Seth Denbo,Denbo,Seth,,Project Coordinator for Project Bamboo,University of Maryland,,,"<strong>Seth Denbo</strong> is Project Coordinator for Project Bamboo at MITH. He holds a PhD in history from the University of Warwick in the United Kingdom and is a cultural historian of eighteenth-century England. Before coming to MITH he has worked on projects in digital history, the AHRC ICT Programme in Arts and Humanities and been Research Associate at King’s College London where he has been involved in strategic planning for a major European digital research infrastructure. He is also a convenor of a new seminar in digital history at the Institute for Historical Research.",,SethDenbo
Setsuko Yokoyama,Yokoyama,Setsuko,,Ph.D. Candidate,University of Maryland,,,"Setsuko Yokoyama is a Ph.D. candidate in the Department of English at the University of Maryland. Her dissertation “Digital Frost: Accessibility and Public Humanities” offers constructive critiques on the access advocacy discourse by examining the socio-historical implications of accessibility from archival, literary, disability, and digital studies perspectives. Prior to the doctoral study, she held Fulbright scholarship to complete a master’s program at the University of Michigan School of Information where she co-established a campus-wide research group Digital Humanities Collective. She currently works as a head project manager of Dickinson Electronic Archives and a project coordinator of the Digital Frost Project. She can be reached at setsuko@umd.edu and @setsukoyokoyama.",,setsukoyokoyama
Shannon Mattern,Mattern,Shannon,,Associate Professor of Media Studies,The New School,,,"Shannon Mattern is an Associate Professor in the School of Media Studies at The New School. Her research and teaching address relationships between the forms and materialities of media and the spaces (architectural, urban, conceptual) they create and inhabit. She writes about libraries and archives, media companies' headquarters, place branding, public design projects, urban media art, media acoustics, media infrastructures, and material texts. She's the author of <em>The New Downtown Library: Designing with Communities</em> (2007) and <em>Deep Mapping the Media City</em> (2015), both published by the University of Minnesota Press. You can find her at <a href=""wordsinspace.net/"" target=""_blank"">wordsinspace.net</a>.",wordsinspace.net,shannonmattern
Sheila Brennan,Brennan,Sheila,,Associate Director and Research Assistant Professor,Public Projects division at the Roy Rosenzweig Center for History and New Media (CHNM); Department of History and Art History at George Mason University,,,"<strong>Sheila A. Brennan</strong> is the Associate Director of the Public Projects division at the Roy Rosenzweig Center for History and New Media (CHNM) and Research Assistant Professor in the Department of History and Art History at George Mason University. At RRCHNM, Brennan manages many current and legacy digital projects. Currently, she is the end user coordinator for the Omeka digital publishing platform and is co-leading the development of Hidden Histories of America's Front Lawn, a mobile site uncovering the history of the National Mall._x000D__x000D_
_x000D__x000D_
Prior to coming to RRCHNM in 2005, she worked as the Director of Education and Public Programs at the U.S. Navy Museum in Washington, DC for seven years. She has co-authored essays on teaching the history of technology, doing oral history in the digital age, and on the challenges of online collection projects. Additionally, two of her essays appear in edited collections published by the Smithsonian Institution Press. She has made several presentations on digital history, digital tools, online collecting and archiving, and postal history._x000D__x000D_
_x000D__x000D_
She earned her Ph.D. in U.S. history at Mason and her dissertation, Stamping American Memory: Stamp Collecting in the U.S. 1880s-1930s was awarded the 2010 Moroney Prize for Scholarship in Postal History. In 2012, she was awarded the University of Michigan Press-HASTAC Prize for Digital Humanities to create  a new web project, Stamping American Memory. Her research interests include how museums use the web and digital platforms, material culture and memory, and popular collecting practices.  When not working, she enjoys cooking, eating, and talking about food, and playing outside.",lotfortynine.org,sherah1918
Silvia Mejía Estévez,Mejía Estévez,Silvia,,"Ph.D., Comparative Literature",Comparative Literature,,,<strong>Silvia Mejía Estévez</strong> is a doctoral candidate in Comparative Literature and a MITH fellow.,,
Siva Vaidhyanathan,Vaidhyanathan,Siva,,Professor of Media Studies,University of Virginia,,,,,sivavaid
Stanley Katz,Katz,Stanley,,President Emeritus,American Council of Learned Societies,,,"Stanley Katz is President<em> Emeritus</em> of the American Council of Learned Societies, the leading organization in humanistic scholarship and education in the United States. Mr. Katz graduated <em>magna cum laude</em> from Harvard University in 1955 with a major in English History and Literature. He received his M.A. from Harvard in American History in 1959 and his Ph.D. in the same field from Harvard in 1961. He attended Harvard Law School in 1969-70. His recent research focuses upon the relationship of civil society and constitutionalism to democracy, and upon the relationship of the United States to the international human rights regime. Formerly Class of 1921 Bicentennial Professor of the History of American Law and Liberty at Princeton University, Mr. Katz is a leading expert on American legal and constitutional history, and on philanthropy and non-profit institutions. The author and editor of numerous books and articles, Mr. Katz has served as President of the Organization of American Historians and the American Society for Legal History and as Vice President of the Research Division of the American Historical Association. He is a member of the Board of Trustees of the Newberry Library, the Social Science Research Council, the Copyright Clearance Center and numerous other institutions. He also currently serves as Chair of the American Council of Learned Societies/Social Science Research Council Working Group on Cuba. Katz is a member of the New Jersey Council for the Humanities, the American Antiquarian Society, the American Philosophical Society; a Fellow of the American Society for Legal History, the American Academy of Arts and Sciences, and the Society of American Historians; and a Corresponding Member of the Massachusetts Historical Society. He has honorary degrees from several universities.",princeton.edu/~snkatz/biography.html,
Stephanie Ceraso,Ceraso,Stephanie,,Assistant Professor of English,University of Maryland Baltimore County,,,"Steph Ceraso is an Assistant Professor of English at the University of Maryland, Baltimore County. Her research and teaching interests are rhetoric and composition, pedagogy, sound studies, and digital media. In addition to coediting a special “<a href=""harlotofthearts.orgindex.php/harlot/issue/view/9"">Sonic Rhetorics</a>” issue of <em>Harlot</em>, her work has appeared in <em><a href=""currents.cwrl.utexas.edu/2011/digitallyrical"">Currents in Electronic Literacy</a></em>, <a href=""www.hastac.orgblogs/stephceraso/2014/02/09/sonic-composing-assignments"">HASTAC</a>, <a href=""soundstudiesblog.com/2012/02/27/the-plasticity-of-listening-deafness-and-sound-studies/"">Sounding Out! Blog</a>, and <a href=""fembotcollective.orgblog/category/laundryday/feminist-media-production-pt-2/"">Fembot Collective</a>. Some of her forthcoming essays include “Re(Educating) the Senses” (in College English) and “Sound Practices for Digital Humanities” (in Provoke! Digital Sound Studies, Duke UP). You can find more about her research, media projects, and teaching <a href=""www.stephceraso.com"" target=""_blank"">on her website here</a>._x000D_
_x000D_
&nbsp;",stephceraso.com,stephceraso
Stephanie Clarke-Graham,Clarke-Graham,Stephanie,,,,,,,,
Stuart Moulthrop,Moulthrop,Stuart,,Professor of Information Arts and Technologies,University of Baltimore,,,"Born in Baltimore, Maryland in 1957, he became an English major at George Washington University after reading <i>Gravity's Rainbow</i> by Thomas Pynchon in 1975. He received his PhD from Yale University in 1986. He taught at Yale from 1984–1990, and then at the University of Texas at Austin and the Georgia Institute of Technology. In 1994 he moved back to Baltimore to teach at the University of Baltimore. As a Professor of Information Arts and Technologies, he formerly taught in the Bachelor of Science in Simulation and Digital Entertainment. He is also involved in the Master's and Doctoral programs. [<a href=""https://en.wikipedia.orgwiki/Stuart_Moulthrop"">Source: Wikipedia</a>]",,StuartMoulthrop
Sunil Iyengar,Iyengar,Sunil,,,National Endowment for the Arts,,,,,
Susan Garfinkel,Garfinkel,Susan,,,,,,,,
Susan Schreibman,Schreibman,Susan,,,"Digital Collections and Research, University of Maryland Libraries",,,,,
Sylvia Fernandez,Fernandez,Sylvia,,Ph.D Candidate,University of Houston,,,"Sylvia Fernández is a Ph.D. Candidate with the Department of Hispanic Studies at the University of Houston. Her research is on Mexican and Latino/a Literature with a focus on Border Studies, Women's, Gender and Sexualities Studies, Hispanic Archives, and Digital Humanities. Among her DH collaborations, she cofounded Borderlands Archives Cartography (BAC), is part of the core team of Torn Apart / Separados, and the ongoing project of United Fronteras.",,sferna109
Tanya Clement,Clement,Tanya,,"Graduate Student, English Department",University of Maryland,,,"Helming from the English Department Tanya Clement’s dissertation, <em>The Making of Digital Modernism: Re-reading Modernist Texts with Computer-Assisted Analysis</em>, is genuinely groundbreaking and will contribute new readings and new knowledge to the scholarship on Gertrude Stein as well as a lesser-known figure, the Baroness Elsa von Freytag-Loringhoven (who was pivotal in the American Dadaist movement). By using a wide range of computational tools and techniques, ranging from text encoding to text mining and visualization, Clement’s project is a bracing demonstration of just how completely our readings and understandings of complex literary work can be reconfigured with the intervention of new media.",tanyaclement.org,tanyaclement
