speaker_name,last name,first name,nickname,speaker_title_1,speaker_affiliation_1,speaker_title_2,speaker_affiliation_2,speaker_bio,speaker_website,twitter_handle
Matthew Lincoln,Lincoln,Matthew,,PhD Candidate in Art History,University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Matthew Lincoln is a PhD candidate in Art History at the University of Maryland, College Park, and inaugural recipient of the Arthur K. Wheelock Doctoral Fellowship in Northern European Art. He focuses on sixteenth- and seventeenth-century Dutch and Flemish art, with a particular concentration in the history of prints, and a methodological specialization in digitally-aided analysis. His dissertation uses computational network analysis to explore long-term changes in the organization of print designers, engravers, and publishers in the Netherlands between 1500\u8211-1700._x000D__x000D_ _x000D__x000D_ During the 2014\u8211-2015 academic year, Matthew held the University of Maryland Museum Fellowship at the National Gallery of Art in the Department of Northern Baroque Painting. In the summer of 2015 he will be a fellow at the Harvard MetaLab workshop Beautiful Data, in addition to presenting research at the Alliance for Digital Humanities Organizations' annual international conference in Sydney. In the summer of 2014 he was selected as a Fellow for the Kress Digital Mapping and Art History Summer Institute. Previously, he was a graduate assistant for Digital Humanities at the Michelle Smith Collaboratory for Visual Culture. He has presented research at the Renaissance Society of America, the Sixteenth Century Association, and the College Art Association. {\field{\*\fldinst{HYPERLINK ""matthewlincoln.net/""}}{\fldrslt{\ul
Select talks and projects can be seen on his website.
}}}
_x000D__x000D_ _x000D__x000D_ His MA thesis, \u8220""Hendrick Goltzius\u8217' Protean Iconography: 1582-1590\u8221"", investigated the novel and erudite iconographies invented by the famed Dutch engraver during the crucial early years of his career.\par}

",matthewlincoln.net,matthewdlincoln
Mauricio Giraldo,Giraldo,Mauricio,,Interaction Designer/Developer,NYPL Labs,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Mauricio enjoys playing with code, objects and all things interactive. He has\u160?spent the last fifteen years designing and developing interaction design projects for a wide range of commercial, academic, private and public institutions. Mauricio is an Industrial Designer from Universidad de los Andes in Bogot\u225?, Colombia where he also lectured for six years. He also holds a Master in Human-Computer Interaction from Carnegie Mellon University. \u160?Read more\u160?about Mauricio\u160?{\field{\*\fldinst{HYPERLINK ""www.mauriciogiraldo.com/""}}{\fldrslt{\ul
on his website
}}}
.\par}

",mauriciogiraldo.com,mgiraldo
Max Symuleski,Symuleski,Max,,PhD Candidate,Duke University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Max Symuleski is a PhD Candidate in the Computational Media, Arts & Cultures program at Duke University.\u160? Their dissertation project {\i Working Freedom: Visual and Material Cultures of Maintenance NYC, 1974-1990} looks at the changing cultural significance of maintenance through the lens of art in New York City during the period of the urban crisis.\u160? Max is broadly interested in the political aesthetics of maintenance in environmental and technical systems, from the repair of material infrastructures to the moderation of internet discourse.\u160? Max received an MA in historical studies from the New School for Social Research and repairs computers in their free time.\par}

",mjsymuleski.com,
Maxim Romanov,Romanov,Maxim,,Research Fellow ,University of Leipzig ,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Maxim Romanov is a research fellow at {\field{\*\fldinst{HYPERLINK ""www.dh.uni-leipzig.de/wo/""}}{\fldrslt{\ul
Alexander von Humboldt-Lehrstul f\u252?r Digital Humanities
}}}
, Institut f\u252?r Informatik, Universit\u228?t Leipzig. His dissertation (Near Eastern Studies, University of Michigan, 2013) explored how modern computational techniques of text analysis can be applied to the study of premodern Arabic historical sources. In particular, he studied \u8220""The History of Islam\u8221"" ({\i Ta\u702?r\u299?\u7723? al-isl\u257?m}), the largest of surviving biographical collections with over 30,000 biographies, written by the Damascene scholar al-\u7694?ahab\u299? (d. 1348 CE). He is continuing his research and develops methods of computational analysis for other genres of premodern Arabic literature, mainly large volume collections that can offer insights into long-term and large-scale developments that took place during the pre-modern period of Islamic history. He is working on two book projects: (1) \u8220""The History of Islam\u8221"": An Essay in Digital Humanities continues the study of al-\u7694?ahab\u299?\u8217's tremendous collection of biographies, while (2) The Gift to the Knowledgeable 2.0, explores cultural production in the Islamic world until the beginning of the 20th century through the study of the {\i Hadiyya\u359? al-\u703?\u257?rif\u299?n}, a bibliographical collection composed by Ism\u257?\u703?\u299?l B\u257?\u353?\u257? al-Ba\u289?d\u257?d\u299? (d. 1920).\par}

",,maximromanov
Melanie Kill,Kill,Melanie,,Assistant Professor,University of Maryland,,,"

",,mkkill
Merle Collins,Collins,Merle,,,"English Department, MITH, University of Maryland",,,"

",,
Michael Cummings,Cummings,Michael,,,"Center for Bioinformatics and Computational Biology, University of Maryland",,,"

",,
Michael Quilligan,Quilligan,Michael,,,,,,"

",,
Michael Witmore,Witmore,Michael,,"Ph.D., Director of the Folger Shakespeare Library",Folger Shakespeare Library,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Michael Witmore} became Director of the Folger Shakespeare Library on July 1, 2011. He was formerly Professor of English at the University of Wisconsin-Madison, and he has served as Associate Professor of English and Assistant Professor of English at Carnegie Mellon University._x000D__x000D_ _x000D__x000D_ The recipient of numerous fellowships, he has held an Andrew Mellon Postdoctoral Fellowship at the University of California, Los Angeles, a research fellowship and a curatorial residency fellowship at the Folger, and a predoctoral fellowship at the Max-Planck-Institut f\u252?r Wissenschaftsgeschichte in Berlin. Dr. Witmore earned an A.B. in English at Vassar College, and an M.A. and Ph.D. in rhetoric at the University of California, Berkeley._x000D__x000D_ _x000D__x000D_ Among his more recent projects, he launched the Working Group for Digital Inquiry at the University of Wisconsin-Madison and organized the Pittsburgh Consortium for Medieval and Renaissance Studies. His publications include numerous articles, website resources, and book chapters, and he has published five books: Landscapes of the Passing Strange: Reflections from Shakespeare, with Rosamond Purcell (2010), Shakespearean Metaphysics (2009), Pretty Creatures; Children and Fiction in the English Renaissance (2007), Childhood and Children\u8217's Books in Early Modern Europe, 1550-1800 (2006), and Culture of Accidents: Unexpected Knowledges in Early Modern England (2001). In addition, he has given scores of presentations and been invited to serve on numerous academic panels. He currently has several books in progress, including a study of early modern wisdom literature and a book on the nature of digital inquiry in the humanities. He will co-curate an exhibition for the Folger in the fall of 2012 tentatively titled \u8220""Very Like a Whale.\u8221""\par}

",,
Michele Mason,Mason,Michele,,"Doctoral Candidate, Communication and MITH Winnemore Dissertation Fellow",University of Maryland,,,"

",,
Mills Kelly,Kelly,Mills,,Associate Director,"Center for History and New Media, George Mason University",,,"

",,
Miriam Posner,Posner,Miriam,,"Program Coordinator, Digital Humanities","University of California, Los Angeles",,,"{\pard \ql \f0 \sa0 \li0 \fi0 Miriam Posner is the {\field{\*\fldinst{HYPERLINK ""www.cdh.ucla.edu/""}}{\fldrslt{\ul
Digital Humanities program
}}}
 coordinator and a member of the core DH faculty at the University of California, Los Angeles. She teaches in the DH program, advises undergraduate and graduate students, and ensures the smooth development of this interdisciplinary program. Prior to joining UCLA, Posner was a Mellon Postdoctoral Fellow at the Emory University Library\u8217's Digital Scholarship Commons. A member of the executive council of the Association for Computers and the Humanities, Posner frequently writes and speaks on digital humanities, as well as on the history of technology, particularly the history of medical imaging. Her book, {\i Depth Perception}, on twentieth-century medical filmmaking, is under contract with the University of North Carolina Press. Her Ph.D., from Yale University, is in Film Studies and American Studies. \u160?You can read more about Miriam {\field{\*\fldinst{HYPERLINK ""miriamposner.com/index.html""}}{\fldrslt{\ul
on her website
}}}
.\par}

",miriamposner.com/index.html,miriamkp
Nancy Proctor,Proctor,Nancy,,Head of Mobile Strategy and Initiatives,Smithsonian Institution,,,"

",,NancyProctor
Nathan Dize,Dize,Nathan,,PhD Candidate,Vanderbilt University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Nathan H. Dize\u160?is a PhD Candidate in the Department of French and Italian at Vanderbilt University where he specializes in Haitian literature and history. He is content curator, translator, and editor of the digital history project \u8220""A Colony in Crisis: The Saint-Domingue Grain Shortage of 1789\u8221"". With Siobhan Me\u239?, Nathan co-edits the \u8220""Haiti in Translation\u8221"" interview series for H-Haiti. His translation of Makenzy Orcel\u8217's\u160?The Immortals\u160?(Les Immortelles,\u160?Zulma 2011) is under contract and forthcoming with SUNY Press and his translation of Louis Joseph Janvier\u8217's\u160?Haiti for the Haitians\u160?(eds. Brandon R. Byrd, Nathan H. Dize, and Chelsea Stieber) is forthcoming with Liverpool University Press. He has published articles in the\u160?Journal of Haitian Studies,\u160?Francoshp\u232?res,\u160?sx archipelagos, and the\u160?Journal of Haitian History. He tweets @NathanHDize.\par}

",,NathanHDize
Neil Fraistat,Fraistat,Neil,,Director,MITH,,,"

",,fraistat
Nicholas Chen,Chen,Nicholas,Nick,"Doctoral candidate, Computer Science Department",University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Nicholas Chen} is a doctoral candidate in the department of Computer Science at the University of Maryland and is affiliated with the Human Computer Interaction Lab (HCIL) at UMD. He is advised by Professor Francois Guimbretiere in the Cornell University Information Science Department. His research is on electronic reading devices, pen-based user interfaces, and interactions for supporting simultaneous use of multiple devices. Previously, he performed the first-ever evaluation of a dual-display electronic reading device.\par}

",cs.umd.edu/community/alumnus/nicholas-chen,
Nick Montfort,Montfort,Nick,,,,,,"

",,
Nicole A. Cooke,Cooke,Nicole A.,,Assistant Professor and MS/LIS Program Director,University of Illinois at Urbana-Champaign,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Dr.\u160?Nicole A. Cooke is an Assistant Professor at the School of Information Sciences, at the University of Illinois, Urbana-Champaign,\u160?where she is also the Program Director for the Master\u8217's of Library and Information Science program. Dr. Cooke is a 2012 graduate from Rutgers University with a PhD in communication, information, and library studies, where she was\u160?one of the first 12 American Library Association Spectrum Doctoral Fellows. She holds the MLS degree from Rutgers University, and a M.Ed. in Adult Education from Pennsylvania State University.Previously,\u160?Dr. Cooke was a tenured reference and instruction librarian at Montclair State University (NJ)._x000D__x000D_ _x000D__x000D_ Dr. Cooke is professionally active in ALA, ACRL, the Association of Library and Information Science Educators (ALISE), and several other professional library organizations. Dr. Cooke\u160?was awarded the 2017\u160?ALA Achievement in Library Diversity Research Award, presented by the Office for Diversity and Literacy Outreach Services, and\u160?the 2016 ALA Equality Award.\u160? She has also been honored as the University of Illinois YWCA\u8217's 2015 Leadership Award in Education winner in recognition of her work in social justice and higher education, and she was selected as the University\u8217's\u160?2016 Larine Y. Cowan Make a Difference Award for Teaching and Mentoring in Diversity.\u160?She was the 2013 Recipient of the Norman Horrocks Leadership Award given by ALISE, and\u160?{\i Library Journal\u160?}named her a Mover & Shaker in 2007._x000D__x000D_ _x000D__x000D_ Dr. Cooke\u8217's research\u160?and teaching interests include\u160?human information behavior (particularly in the online context), critical cultural information studies, and diversity and social justice in librarianship (with an emphasis on infusing them into LIS education and pedagogy)._x000D__x000D_ _x000D__x000D_ Dr. Cooke is the author of the\u160?book,\u160?{\i Information Services to Diverse Populations: Developing Culturally Competent Library Professionals\u160?}(Libraries Unlimited, 2016), and co-editor of the book,\u160?{\i Teaching for Justice: Implementing Social Justice in the LIS Classroom}\u160?(Litwin Books/Library Juice Press, 2017).\u160?She has published articles in journals including\u160?{\i JASIST, The Library Quarterly, InterActions: UCLA Journal of Education and Information, Polymath: An Interdisciplinary Arts and Sciences Journal, Library and Information Science Research, Information Research,\u160?}and{\i \u160?New Review of Academic Librarianship}.\par}

",ischool.illinois.edu/people/faculty/nacooke,LibraryNicole
Nicole Saylor,Saylor,Nicole,,"Head, American Folklife Center Archive",Library of Congress,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Nicole supervises acquisitions, donor relations, processing of special collections, preservation projects, collections on folklife, ethnomusicology, and documentary media in the American Folklife Center (AFC) at the Library of Congress. She served as head of Digital Research & Publishing (DRP) at the University of Iowa Libraries from 2007-2012. DRP partners with scholars engaged in interdisciplinary digital research by assisting in the creation and delivery of unique digital content and supporting sustainable, open-access publishing. Nicole holds a B.A. in Mass Communication from Iowa State University and an M.A. in Library and Information Studies from the University of Wisconsin-Madison.\par}

",works.bepress.com/nicole_saylor,
Nikki Stewart,Stewart,Nikki,,,,,,"

",,
Oni Buchanan,Buchanan,Oni,,,,,,"

",,
Patti Cossard,Cossard,Patti,,Subject Librarian for Architecture and Historic Preservation,University of Maryland,,,"

",,
Paul E. Ceruzzi,Ceruzzi,Paul E.,,Curator of Aerospace Electronics and Computing,Smithsonian National Air and Space Museum,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Ceruzzi received a BA from Yale University in 1970, and a PhD from the University of Kansas in 1981, both in American studies.\u160?Before joining the National Air and Space Museum, he was a Fulbright scholar\u160?in Hamburg, Germany, and taught History of Technology at Clemson University in Clemson, South Carolina.\u160?Ceruzzi is the author and co-author of several books on the history of computing and aerospace technology. He has curated or assisted in the mounting of several exhibitions at {\field{\*\fldinst{HYPERLINK ""https://en.wikipedia.orgwiki/National_Air_and_Space_Museum""}}{\fldrslt{\ul
NASM
}}}
, including: Beyond the Limits - Flight Enters the Computer Age, The Global Positioning System - A New Constellation, Space Race, How Things Fly and the James McDonnell Space Hangar of the Museum's Steven F. Udvar-Hazy Center, at Dulles Airport.\par}

",en.wikipedia.orgwiki/Paul_E._Ceruzzi,pceruzzi
Paul Jaskot,Jaskot,Paul,,"Professor, History of Art and Architecture",DePaul University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Paul Jaskot is professor of art history at DePaul University and, currently, the Andrew W. Mellon Professor at the Center for Advanced Study in the Visual Arts (National Gallery). His specific area of research has mostly focused on the cultural history of National Socialist Germany and its postwar impact on art and architecture. He has published a number of essays that explored the political function of architecture in the modern period, leading up to his most recent book The Nazi Perpetrator: Postwar German Art and the Politics of the Right (Minnesota 2012). \u160?These interests have also led to his involvement over the past decade with the Holocaust Geography Collaborative, a coalition of 8 international scholars who specialize in both Holocaust Studies and GIS. Their research has most recently resulted in the anthology {\i Geographies of the Holocaust} (2014) for which Jaskot co-authored three chapters. He is currently exploring with Anne Kelly Knowles the potential for using Historical GIS to explore issues of forced labor and the construction industry in Nazi Germany. \u160?In addition to his research, Jaskot has served as President of the College Art Association (2008-2010).\par}

",las.depaul.edu/departments/history-of-art-and-architecture/faculty/Pages/paul-jaskot.aspx,PBJaskot
Peter Kay,Kay,Peter,,"VP, Director of Digital Marketing and Strategy",W. W. Norton & Company,,,"

",,pkay225
Porter Olsen,Olsen,Porter,, Ph.D. candidate; BitCurator Community Lead (MITH),University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Porter Olsen currently serves as a research faculty member at the Maryland Institute for Technology in the Humanities (MITH) where he is the Community Lead on the\u160?{\field{\*\fldinst{HYPERLINK ""mith.umd.edu/research/bitcurator/""}}{\fldrslt{\ul
BitCurator project
}}}
, a Mellon funded project to bring digital forensics tools and techniques to collecting institutions working with born-digital material. Simultaneously, he is a Ph.D. candidate in the English Department at the University of Maryland studying digital humanities and postcolonial literature._x000D_ _x000D_ His dissertation, titled \u8220""Hacking the Empire: Reading the Digital in Twentieth and Twenty-First Century Postcolonial Literature,\u8221"" studies hacker culture in the global south and how the hacker ethos is represented in later 20th\u160?and early 21st\u160?century postcolonial fiction under the direction of Dr. Matthew Kirschenbaum. Porter teaches classes on electronic literature and globalization and has been recognized for his contributions to the growing online teaching program in the university\u8217's English department._x000D_ _x000D_ Before returning to graduate school, Porter worked as product manager on the United Linux initiative, an effort to create a single Linux platform shared among distributors from Germany, Brazil, the U.S., and Japan.\par}

",,pwolsen
Purdom Lindblad,Lindblad,Purdom,,Assistant Director of Innovation and Learning,Maryland Institute for Technology in the Humanities (MITH),,,"{\pard \ql \f0 \sa0 \li0 \fi0 Purdom Lindblad is the Assistant Director of Innovation and Learning at MITH. She\u160?has an MA in American Studies from Michigan State University and an MS in Information Science from the {\field{\*\fldinst{HYPERLINK ""https://www.si.umich.edu/""}}{\fldrslt{\ul
School of Information
}}}
, University of Michigan. Interested in digital humanities since graduate school, Purdom has worked at Michigan State University\u8217's {\field{\*\fldinst{HYPERLINK ""www2.matrix.msu.edu/""}}{\fldrslt{\ul
Matrix
}}}
, {\field{\*\fldinst{HYPERLINK ""www.lib.vt.edu/""}}{\fldrslt{\ul
Virginia Tech Libraries
}}}
, and the {\field{\*\fldinst{HYPERLINK ""scholarslab.org""}}{\fldrslt{\ul
Scholars\u8217' Lab
}}}
 at the University of Virginia Library._x000D__x000D_ _x000D__x000D_ Purdom is broadly interested in the implicit and explicit effort that digital humanities can do for social, cultural, and environmental justice. Applying principles from Feminist Interface Design, Purdom and her Scholars' Lab colleague {\field{\*\fldinst{HYPERLINK ""scholarslab.orgpeople/jeremy-boggs/""}}{\fldrslt{\ul
Jeremy Boggs
}}}
, explore how the process of feature development and public documentation shape the experience of users and render the theoretical underpinnings of digital work more accessible. Recent publications include {\field{\*\fldinst{HYPERLINK ""https://digitalpedagogy.commons.mla.orgkeywords/praxis/""}}{\fldrslt{\ul
Praxis
}}}
, a\u160?keyword in the MLA Commons Digital Pedagogy in the Humanities: Concepts,\u160?Models, and Experiments written with {\field{\*\fldinst{HYPERLINK ""nowviskie.org""}}{\fldrslt{\ul
Bethany Nowviskie
}}}
 and Jeremy Boggs as well\u160?as a forthcoming chapter in {\field{\*\fldinst{HYPERLINK ""https://github.com/jentery/mhm""}}{\fldrslt{\ul
Making Humanities\u160?Matter
}}}
, edited by Jentery Sayers.\par}

",,Purdom_L
Rachel Donahue,Donahue,Rachel,,Doctoral Candidate,University of Maryland iSchool,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Rachel Donahue} is a doctoral student at the University of Maryland's iSchool, researching the preservation of complex, interactive digital objects. She received a BA in English and Illustration from Juniata College in 2004, and an MLS with a specialization in archival science from UMD in 2009. Rachel is a Research Assistant at the Maryland Institute for Technology in the Humanities, currently supporting the Preserving Virtual Worlds and Computer Forensics and Born-Digital Content in Cultural Heritage Collections projects . Additionally, she supports the research and communications activities of the National Archives and Records Administration's Center for Advanced Systems and Technology.\par}

",,sheepeeh
Rachel Frick,Frick,Rachel,,Director,Digital Library Federation Program at the Council on Library and Information Resources,,,"

",,rlfrick
Raffaele Viglianti,Viglianti,Raffaele,,Research Programmer,Maryland Institute for Technology in the Humanities,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Raffaele Viglianti is a Research Programmer working on the MITH development team. He came to MITH from the Department of Digital Humanities at King\u8217's College London (KCL), where he was most recently a Post-graduate Research Assistant. At King\u8217's, he contributed to several major digitization and text encoding projects while also completing a PhD in Digital Musicology._x000D__x000D_ _x000D__x000D_ Raffaele\u8217's work revolves around digital editions and textual scholarship. He is currently an elected member of the Text Encoding Initiative technical council and an advisor for the Music Encoding Initiative, which produces guidelines for the digital representation of music notation with a focus on scholarly requirements._x000D__x000D_ _x000D__x000D_ As a researcher, Raffaele specialises in editions of music scores, contributing to the ongoing change to scholarly editorial theory and practice in the digital medium. His work also focuses on the shaping of music performance practice by the digital consumption of music scores, or the performance of a music score from a digital device.\par}

",itisnotsound.wordpress.com,raffazizzi
Ralph Bauer,Bauer,Ralph,,Associate Professor of English,University of Maryland,,,"

",,
Randy Bass,Bass,Randy,,,Georgetown University,,,"

",,
Ravon Ruffin,Ruffin,Ravon,,Co-Creator,Brown Girls Museum Blog,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Ravon Ruffin received her M.A. in American Studies with a concentration in Museums and Material Culture. Ravon's primary academic interests include urban sustainability, digital culture and Black feminist discourse as a means to redefine the museum as a community institution. She is co-creator of {\field{\*\fldinst{HYPERLINK ""browngirlsmuseumblog.com/""}}{\fldrslt{\ul
Brown Girls Museum Blog
}}}
, a site to promote the visibility of minority communities as museum professionals, audiences, and creatives. She is currently an independent contractor, and consults for museums and cultural institutions to aid in social media amplification, greater inclusionary practices, and community engagement.\par}

",browngirlsmuseumblog.com,Ravon_Ashley
Regina Harrison,Harrison,Regina,,,MITH,,,"

",,
Richard Freedman,Freedman,Richard,,Associate Provost for Curricular Development and Professor of Humanities,Haverford College,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Richard Freedman's research focuses on the music of Renaissance France and Italy--works by composers such as Josquin des Prez, Orlando di Lasso and Luca Marenzio. He is interested in the stories of stylistic and cultural change these works can tell. Freedman came to Haverford in 1986 from the University of Pennsylvania, where he earned an M.A. and Ph.D in the History and Theory of Music. His most recent book, Music in the Renaissance, was published by W.W. Norton in 2012, along with a companion Anthology for Music in the Renaissance. They are ideal for intermediate and advanced courses on the period, and take their place in Norton's new Western Music in Context series, under the editorial supervision of Walter Frisch. Sound recordings via iTunes, Amazon, and Naxos Music Library, and many readings, facsimiles, and other resources to accompany the book as well._x000D__x000D_ _x000D__x000D_ The Lost Voices Project is an electronic forum for collaboration among scholars, students, and performers. It centers on a dozen sets of music books originally printed by the Parisian press of Nicholas Du Chemin, and features facsimiles, dynamic digital editions, tools for analysis and reconstruction. This work has been made possible by major grants from the National Endowment for the Humanities (Office of Digital Humanities and Scholarly Editions Program) the American Council of Learned Societies (Digital Innovations Fellowship), as well as ongoing support from Haverford College and from the Centre d\u8217'Etudes Superieures de la Renaissance in Tours, France, the leading French institute for the study of Early Modern culture. See the links posted below._x000D__x000D_ _x000D__x000D_ Richard also serves as Digital and Multimedia Scholarship editor for the Journal of the American Musicological Society, and Director of the Tri-College Digital Humanities Initiative for Haverford, Bryn Mawr, and Swarthmore Colleges.\par}

",,
Richard Kuhta,Kuhta,Richard,,,,,,"

",,
Rita Raley,Raley,Rita,,"Associate Professor, Department of English; Visting Professor, NYU","University of California, Santa Barbara",,,"

",,ritaraley
Robert K. Nelson,Nelson,Robert K.,,Assistant Professor of the Digital Scholarship Lab,University of Richmond,,,"

",,rob___nelson
Robin Pike,Pike,Robin,,Digital Collections Librarian,University of Maryland Libraries,,,"

",,
Round Table,Table,Round,,,,,,"

",,
Roy Rosenzweig,Rosenzweig,Roy,,,,,,"

",,
Sarah Florini,Florini,Sarah,,Assistant Professor of Film and Media Studies,Arizona State University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Sarah Florini is an Assistant Professor in Film and Media Studies in the Department of English at Arizona State University. Her research focuses on the intersection of emerging media and Black American cultural production. She is currently working on a monograph titled\u160?{\i Blackness. There\u8217's an App for That: Racial Politics and Black Digital\u160?Networks}.\par}

",sarahflorini.com,sflorini
Sarah Patterson,Patterson,Sarah,,"PhD Candidate, Department of English",University of Delaware,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Sarah Patterson is a PhD candidate in English at the University of Delaware and a Co-coordinator with the Colored Conventions Project. She specializes in nineteenth-century African American (women's) literature, print culture and Black histo-digital studies in the digital humanities. Sarah's dissertation examines Black intellectual cultures and ideals, particularly through the lens of Black women's educational philosophies in literature.\par}

",english.udel.edu/people/Pages/bio.aspx?i=232,Sarah_Patterson
Sarah Savant,Savant,Sarah,,Associate Professor,"Aga Khan University, Institute for the Study of Muslim Civilisations, London",,,"{\pard \ql \f0 \sa0 \li0 \fi0 Sarah Bowen Savant is a cultural historian, focusing on early Islamic history and history writing up to 1100, with a special focus on Iraq and Iran. She is the author of\u160?The New Muslims of Post-Conquest Iran:\u160?Tradition, Memory, and Conversion\u160?(Cambridge: Cambridge University Press, 2013), which won the Saidi-Sirjani Book Award, given by the International Society for Iranian Studies on behalf of the Persian Heritage Foundation. Her other publications include\u160?The Excellence of the Arabs: A Translation of Ibn Qutaybah\u8217's Fa\u7693?l al-\u703?Arab wa l-tanb\u299?h \u703?al\u257? \u703?ul\u363?mih\u257?\u160?(with Peter Webb; The Library of Arabic Literature; Abu Dhabi: New York University Press, 2016), as well as articles and edited volumes dealing with ethnic identity, cultural memory, genealogy, and history writing. Her current book project focuses on the history of books in the Middle East. With a team, she is developing digital methods to study the origins and development of the Arabic and Persian textual traditions. Please see kitab-project.org.\par}

",,sarahsavant1
Sayeed Choudhury,Choudhury,Sayeed,,Associate Dean for Library Digital Programs and Hodson Director of the Digital Research and Curation Center at the Sheridan Libraries,Johns Hopkins University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Sayeed Choudhury}\u160?is the Associate Dean for Library Digital Programs and Hodson Director of the Digital Research and Curation Center at the Sheridan Libraries of Johns Hopkins University. He is also the Director of Operations for the Institute of Data Intensive Engineering and Science (IDIES) based at Johns Hopkins. He is also a Lecturer in the Department of Computer Science at Johns Hopkins, a Research Fellow at the Graduate School of Library and Information Science at the University of Illinois at Urbana-Champaign and a Senior Presidential Fellow with the Council on Library and Information Resources.\par}

",members.educause.edu/sayeed-choudhury,eSayeed
Scott Rettberg,Rettberg,Scott,,,Richard Stockton College,,,"

",,
Seth Denbo,Denbo,Seth,,Project Coordinator for Project Bamboo,University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Seth Denbo}\u160?is Project Coordinator for Project Bamboo at MITH. He holds a PhD in history from the University of Warwick in the United Kingdom and is a cultural historian of eighteenth-century England. Before coming to MITH he has worked on projects in digital history, the AHRC ICT Programme in Arts and Humanities and been Research Associate at King\u8217's College London where he has been involved in strategic planning for a major European digital research infrastructure. He is also a convenor of a new seminar in digital history at the Institute for Historical Research.\par}

",,SethDenbo
Setsuko Yokoyama,Yokoyama,Setsuko,,Ph.D. Candidate,University of Maryland,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Setsuko Yokoyama is a Ph.D. candidate in the Department of English at the University of Maryland. Her dissertation \u8220""Digital Frost: Accessibility and Public Humanities\u8221"" offers constructive critiques on the access advocacy discourse by examining the socio-historical implications of accessibility from archival, literary, disability, and digital studies perspectives. Prior to the doctoral study, she held Fulbright scholarship to complete a master\u8217's program at the University of Michigan School of Information where she co-established a campus-wide research group Digital Humanities Collective. She currently works as a head project manager of Dickinson Electronic Archives and a project coordinator of the Digital Frost Project. She can be reached at setsuko@umd.edu and @setsukoyokoyama.\par}

",,setsukoyokoyama
Shannon Mattern,Mattern,Shannon,,Associate Professor of Media Studies,The New School,,,"{\pard \ql \f0 \sa0 \li0 \fi0 Shannon Mattern is an Associate Professor in the School of Media Studies at The New School. Her research and teaching\u160?address relationships between the forms and materialities of media and the spaces (architectural, urban, conceptual)\u160?they create and inhabit. She writes about libraries and archives, media companies' headquarters, place branding, public\u160?design projects, urban media art, media acoustics, media infrastructures, and material texts. She's the author of {\i The\u160?New Downtown Library: Designing with Communities} (2007) and {\i Deep Mapping the Media City} (2015), both\u160?published by the University of Minnesota Press. You can find her at\u160?{\field{\*\fldinst{HYPERLINK ""wordsinspace.net/""}}{\fldrslt{\ul
wordsinspace.net
}}}
.\par}

",wordsinspace.net,shannonmattern
Sheila Brennan,Brennan,Sheila,,Associate Director and Research Assistant Professor,Public Projects division at the Roy Rosenzweig Center for History and New Media (CHNM); Department of History and Art History at George Mason University,,,"{\pard \ql \f0 \sa0 \li0 \fi0 {\b Sheila A. Brennan} is the Associate Director of the Public Projects division at the Roy Rosenzweig Center for History and New Media (CHNM) and Research Assistant Professor in the Department of History and Art History at George Mason University. At RRCHNM, Brennan manages many current and legacy digital projects. Currently, she is the end user coordinator for the Omeka digital publishing platform and is co-leading the development of Hidden Histories of America's Front Lawn, a mobile site uncovering the history of the National Mall._x000D__x000D_ _x000D__x000D_ Prior to coming to RRCHNM in 2005, she worked as the Director of Education and Public Programs at the U.S. Navy Museum in Washington, DC for seven years. She has co-authored essays on teaching the history of technology, doing oral history in the digital age, and on the challenges of online collection projects. Additionally, two of her essays appear in edited collections published by the Smithsonian Institution Press. She has made several presentations on digital history, digital tools, online collecting and archiving, and postal history._x000D__x000D_ _x000D__x000D_ She earned her Ph.D. in U.S. history at Mason and her dissertation, Stamping American Memory: Stamp Collecting in the U.S. 1880s-1930s was awarded the 2010 Moroney Prize for Scholarship in Postal History. In 2012, she was awarded the University of Michigan Press-HASTAC Prize for Digital Humanities to create \u160?a new web project, Stamping American Memory. Her research interests include how museums use the web and digital platforms, material culture and memory, and popular collecting practices. \u160?When not working, she enjoys cooking, eating, and talking about food, and playing outside.\par}

",lotfortynine.org,sherah1918
